,movie_title,movie_id,tags
2062,Armored,tt0913354,action crime thriller armored truck blood splatter die hard scenario guard heist andrewfiscella fredward lornaraver nimródantal
2063,The Man Who Knew Too Little,tt0120483,action comedy crime thriller assassin bomb dominatrix mistaken identity spy billmurray petergallagher joannewhalley jonamiel
2064,What's Your Number?,tt0770703,comedy romance ex boyfriend morning after prince charming quarrel womanizer chrisevans arigraynor edbegleyjr. markmylod
2065,Lockout,tt1592525,action adventure sci-fi thriller bodyguard maximum security prison outer space president prison josephgilgun vincentregan jackyido jamesmather
2066,Envy,tt0326856,comedy best friend dog envy jealousy neighbor amypoehler arielgade samlerner barrylevinson
2067,Crank: High Voltage,tt1121931,action crime sci-fi thriller artificial heart heart horse penis prostitute stripper jasonstatham cliftoncollinsjr. davidcarradine markneveldine
2068,Bullets Over Broadway,tt0109348,comedy crime actress bodyguard new york city play playwright jimbroadbent chazzpalminteri diannewiest woodyallen
2069,One Night with the King,tt0430431,biography drama history biblical book of esther esther persia treachery jamescallis tiffanydupont nimratkaur michaelo.sajbel
2070,The Quiet American,tt0258068,drama mystery romance thriller war american french saigon vietnam vietnamese brendanfraser tzima holmesosborne phillipnoyce
2071,The Weather Man,tt0384680,comedy drama corndog failure funeral in the rain new york city weatherman nicolascage hopedavis michaelrispoli goreverbinski
2072,Undisputed,tt0281322,action crime drama sport boxing fight heavyweight champion iceman prison fisherstevens wesstudi jonseda walterhill
2073,Ghost Town,tt0995039,comedy drama fantasy romance bouquet of roses bright light cardiopulmonary resuscitation ghost white rose aasifmandvi dequinamoore jordancarlos davidkoepp
2074,12 Rounds,tt1160368,action crime thriller 2000s detective sadist terrorism terrorist taylorcole ashleyscott nickgomez rennyharlin
2075,Let Me In,tt1228987,drama fantasy horror mystery blood boy night school vampire chloëgracemoretz dylanminnette kodismit-mcphee mattreeves
2076,3 Ninjas Kick Back,tt0109015,action comedy family 1990s dagger japan mousetrap stick fight victorwong dustinnguyen donstark charlest.kanganis
2077,Be Kind Rewind,tt0799934,comedy friend power plant sabotage store clerk video store quintonaaron miafarrow meloniediaz michelgondry
2078,Mrs Henderson Presents,tt0413015,comedy drama music war anti semitism breasts chamberlain friend theatre bobhoskins christopherguest sarahsolemani stephenfrears
2079,Triple 9,tt1712261,action crime drama thriller betrayal corrupt cop heist murder of a police officer police detective katewinslet normanreedus cliftoncollinsjr. johnhillcoat
2080,Deconstructing Harry,tt0118954,comedy marriage novelist panties pulled down writer's block writing woodyallen lynncohen judydavis woodyallen
2081,Three to Tango,tt0144640,comedy romance architect award farce love misunderstanding matthewperry oliverplatt davidramsey damonsantostefano
2082,Burnt,tt2503944,comedy drama chef gay kiss michelin star restaurant violent behavior bradleycooper omarsy riccardoscamarcio johnwells
2083,We're No Angels,tt0098625,comedy crime con convict escape police priest robertdeniro demimoore jamesrusso neiljordan
2084,Everyone Says I Love You,tt0116242,comedy musical romance engagement grandfather liberal maid song natashalyonne gabyhoffmann jeffderocker woodyallen
2085,Death Sentence,tt0804461,action crime thriller blood death gang murder revenge aishatyler kellypreston edigathegi jameswan
2086,Everybody's Fine,tt0780511,adventure drama bus trip parental love retirement surprise visit train ride robertdeniro jamesfrain brendansextoniii kirkjones
2087,Superbabies: Baby Geniuses 2,tt0270846,comedy family sci-fi computer good versus evil mind control science experiment sequel scottbaio vanessaangel peterwingfield bobclark
2088,The Man,tt0399327,action comedy crime buddy comedy criminal gun smuggling mistaken identity salesman miguelferrer susieessman gigirice lesmayfield
2089,Code Name: The Cleaner,tt0462229,action comedy crime comic violence hand to hand combat kung fu talking to self in mirror violence callumrennie willpatton cedrictheentertainer lesmayfield
2090,Connie and Carla,tt0345074,comedy crime music box office flop drag queen gender disguise mafia witness debbiereynolds niavardalos dashmihok michaellembeck
2091,Inherent Vice,tt1791528,comedy crime drama mystery romance 1960s based on novel ex boyfriend ex girlfriend relationship southern california voice over narration martindew katherinewaterston serenascottthomas paulthomasanderson
2092,Doogal,tt0763304,adventure animation comedy family fantasy diamond lava magic mountain sorcerer jimmyfallon kylieminogue jonstewart daveborthwick
2093,Battle of the Year,tt1532958,drama music 3 dimensional box office flop critically bashed dancing chrisbrown caitylotz lazalonso bensonlee
2094,An American Carol,tt1190617,comedy fantasy arab stereotype box office flop documentary filmmaker filmmaker terrorist chrissanglin geoffreyarend garycoleman davidzucker
2095,Machete Kills,tt2002718,action comedy crime thriller arms dealer battle bomb machete missile alexapenavega demiánbichir markozaror robertrodriguez
2096,Willard,tt0310357,drama horror sci-fi thriller at work rat revenge vermin work lauraharring tyolsson jackieburroughs glenmorgan
2097,Strange Wilderness,tt0489282,adventure comedy bigfoot critically bashed ecuador friend tv show kevinalejandro ashleyscott jeffgarlin fredwolf
2098,Topsy-Turvy,tt0151568,biography comedy drama history music musical 19th century exhibition gilbert and sullivan gilbert and sullivan's princess ida japanese jimbroadbent dexterfletcher lesleymanville mikeleigh
2099,A Dangerous Method,tt1571222,biography drama thriller carl jung patient psychoanalysis russian sigmund freud michaelfassbender viggomortensen sarahgadon davidcronenberg
2100,A Scanner Darkly,tt0405296,animation drama mystery sci-fi thriller detective drugs substance d undercover undercover cop robertdowneyjr. keanureeves rorycochrane richardlinklater
2101,Chasing Mavericks,tt1629757,biography drama sport box office flop no opening credits surfing two word title year 1987 gerardbutler abigailspencer levenrambin michaelapted
2102,Alone in the Dark,tt0369226,horror sci-fi artifact creature darkness demon museum catherineloughhaggquist darrenshahlavi karinkonoval uweboll
2103,Bandslam,tt0976222,comedy drama family music romance battle of the bands high school rock 'n' roll school teenager scottporter charliesaxton ryandonowho toddgraff
2104,Birth,tt0337876,drama mystery romance thriller birthday boy dead husband death widow cameronbright anneheche dannyhuston jonathanglazer
2105,A Most Violent Year,tt2937898,action crime drama thriller american dream immigrant new york city oil violence davidoyelowo ashleywilliams albertbrooks j.c.chandor
2106,Flash of Genius,tt1054588,biography drama flash of genius genius intellectual property professor university dylanauthors billlake victorialearn marcabraham
2107,I'm Not There.,tt0368794,biography drama music 1960s actor horseback riding reporter riding the rails christianbale heathledger tyronebenskin toddhaynes
2108,The Cold Light of Day,tt1366365,action thriller driving a car down stairs duct tape gag held captive murder of a police officer sailing henrycavill brucewillis óscarjaenada mabroukelmechri
2109,The Brothers Bloom,tt0844286,adventure comedy drama romance con man eccentric heiress love revenge zacharygordon maximilianschell norazehetner rianjohnson
2110,"Synecdoche, New York",tt0383028,comedy drama romance actress director play theatre director warehouse philipseymourhoffman jenniferjasonleigh samanthamorton charliekaufman
2111,Princess Mononoke,tt0119698,adventure animation fantasy anime cult film forest princess studio ghibli minniedriver jadapinkettsmith billycrudup hayaomiyazaki
2112,Bon voyage,tt0310778,comedy drama mystery romance thriller war actress bordeaux german heavy water nazi isabelleadjani petercoyote virginieledoyen jean-paulrappeneau
2113,Can't Stop the Music,tt0080492,biography comedy musical male frontal nudity male full frontal nudity male nudity male rear nudity new york city steveguttenberg randyjones caitlynjenner nancywalker
2114,The Proposition,tt0421238,crime drama western aborigine foreboding gang hideout outlaw raywinstone noahtaylor dannyhuston johnhillcoat
2115,Courage,tt3719896,biography drama sport coach football football movie football team high school sweethearts donnyboaz finnwittrock brentanderson angelopizzo
2116,Marci X,tt0266747,comedy music female protagonist hip hop jewish american princess rapper record label damonwayans janekrakowski paulagarcés richardbenjamin
2117,Equilibrium,tt0238380,action drama sci-fi thriller cleric dystopia fascist law neo noir christianbale emilywatson seanpertwee kurtwimmer
2118,The Children of Huang Shi,tt0889588,drama war british communist journalist nurse orphan radhamitchell guangli matthewwalker rogerspottiswoode
2119,The Yards,tt0138946,crime drama romance thriller best friend corruption fall to death female nudity friend charlizetheron ellenburstyn fayedunaway jamesgray
2120,By the Sea,tt3707106,drama romance cheating wife cigarette smoking male in shower male nudity male rear nudity bradpitt angelinajoliepitt melvilpoupaud angelinajoliepitt
2121,Steamboy,tt0348121,action adventure animation family sci-fi thriller 19th century ball boy inventor steam williamhootkins robinatkindownes rosalindayres katsuhiroôtomo
2122,The Game of Their Lives,tt0354595,drama history sport 1950s brazil soccer soccer movie world cup gerardbutler costasmandylor jimmyjean-louis davidanspaugh
2123,Rapa Nui,tt0110944,action adventure drama history romance easter island location in title statue topless female nudity two word title esaimorales jasonscottlee sandrineholt kevinreynolds
2124,Dylan Dog: Dead of Night,tt1013860,action comedy crime fantasy horror mystery sci-fi thriller close up of eyes monster quirkiness supernatural vomiting marcost.john lauraspencer anitabriem kevinmunroe
2125,People I Know,tt0274711,crime drama mystery actor client new york protection scandal alpacino richardschiff markwebber danielalgrant
2126,The Tempest,tt1274300,comedy drama fantasy romance banishment sorcery spirit staff storm at sea djimonhounsou reevecarney tomconti julietaymor
2127,The Painted Veil,tt0446755,drama romance china cholera epidemic love marriage tobyjones sallyhawkins alandavid johncurran
2128,The Baader Meinhof Complex,tt0765432,action biography crime drama bonn germany failed kidnapping handcuffs projectile terrorist moritzbleibtreu alexandramarialara martinagedeck uliedel
2129,Dances with Wolves,tt0099348,adventure drama western friendship frontier honor outpost soldier marymcdonnell michaelspears maurychaykin kevincostner
2130,Bad Teacher,tt1284575,comedy boob job breast enlargement breast surgery cheating on a test ejaculation justintimberlake johnmichaelhiggins phyllissmith jakekasdan
2131,Sea of Love,tt0098273,crime drama mystery thriller detective love single suspect title from song alpacino michaelo'neill ellenbarkin haroldbecker
2132,A Cinderella Story,tt0356470,comedy family romance cinderella story correspondence evil step mother female protagonist teenage girl danbyrd linshaye juliegonzalo markrosman
2133,Scream,tt0117571,horror mystery mask mystery killer slasher teenage girl telephone davidarquette w.earlbrown rogerjackson wescraven
2134,Thir13en Ghosts,tt0245674,horror collector ghost ghost hunter glass house machine shannonelizabeth embethdavidtz f.murrayabraham stevebeck
2135,Back to the Future,tt0088763,adventure comedy sci-fi clock tower delorean future time travel time travel comedy leathompson thomasf.wilson j.j.cohen robertzemeckis
2136,House on Haunted Hill,tt0185371,horror mystery thriller billionaire corpse eccentric haunted hospital haunted house jeffreycombs petergallagher bridgettewilson-sampras williammalone
2137,I Can Do Bad All by Myself,tt1385912,comedy drama aunt immigrant looting love nightclub singer ericmendenhall maryj.blige hopeolaidewilson tylerperry
2138,The Switch,tt0889573,comedy drama romance artificial insemination best friend new york city sperm sperm donor carolinedhavernas scottelrod kellibarrett joshgordon
2139,Just Married,tt0305711,comedy romance fall honeymoon love marriage newlywed tarankillam davidagranov davidmoscow shawnlevy
2140,The Devil's Double,tt1270262,biography drama thriller betrayal debauchery lust palace saddam hussein memferda dominiccooper ludivinesagnier leetamahori
2141,Thomas and the Magic Railroad,tt0205461,adventure comedy drama family fantasy locomotive magic mountain railroad steam locomotive marawilson colmfeore peterfonda brittallcroft
2142,The Crazies,tt0455407,horror thriller deputy iowa rural setting sheriff survival radhamitchell glennmorshower johnaylward breckeisner
2143,Spirited Away,tt0245429,adventure animation family fantasy anime bathhouse pig spirit work buntasugawara ryûnosukekamiki miyuirino hayaomiyazaki
2144,The Bounty,tt0086993,action adventure drama history romance lieutenant lifeboat mutiny sailing ship ship liamneeson anthonyhopkins laurenceolivier rogerdonaldson
2145,The Book Thief,tt0816442,drama war basement book girl library track emilywatson sophienélisse rogerallam brianpercival
2146,Sex Drive,tt1135985,adventure comedy romance amish friend friendship high school virgin katrinabowden michaelcudlitz alicegreczyn seananders
2147,Leap Year,tt1216492,comedy romance ireland irish journey tradition travel adamscott kaitlinolson dominiquemcelligott anandtucker
2148,Take Me Home Tonight,tt0810922,comedy drama romance friend night party sex scene sister tophergrace michaelbiehn danfogler michaeldowse
2149,The Nutcracker,tt0107719,family fantasy music christmas lifting female in air lifting male in air lifting someone into the air little girl darcikistler kyranichols margarettracey emileardolino
2150,Kansas City,tt0116745,crime drama music thriller 1930s election female frontal nudity kansas city politician stevebuscemi jenniferjasonleigh mirandarichardson robertaltman
2151,The Amityville Horror,tt0384806,drama horror mystery thriller ghost haunted house murder nightmare priest jimmybennett chloëgracemoretz ryanreynolds andrewdouglas
2152,Adaptation.,tt0268126,comedy drama book orchid screenwriter thief twin nicolascage merylstreep rogerwillie spikejonze
2153,Land of the Dead,tt0418819,horror apocalypse mercenary skyscraper urban setting zombie apocalypse tonynappo shawnroberts pedromiguelarce georgea.romero
2154,Fear and Loathing in Las Vegas,tt0120669,adventure comedy drama american dream convertible drugs journalist lawyer johnnydepp michaeljeter ellenbarkin terrygilliam
2155,The Invention of Lying,tt1058017,comedy fantasy romance genetics heaven lie screenwriter truth jennifergarner tinafey martinstarr rickygervais
2156,Neighbors,tt2004420,comedy broken leg friendship jewish topless female nudity urination craigroberts carlagallo ikebarinholtz nicholasstoller
2157,The Mask,tt0110475,action comedy crime fantasy bank bank clerk gangster loki mask petergreene amyyasbeck rege.cathey chuckrussell
2158,Big,tt0094737,comedy drama family fantasy romance friend job new york city toy wish tomhanks jonlovitz johnheard pennymarshall
2159,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,tt0443453,comedy california city kazakhstan travel tv reporter luenell kendavitian chester larrycharles
2160,Legally Blonde,tt0250494,comedy romance blonde harvard law law school sorority lindacardellini raquelwelch alannaubach robertluketic
2161,Star Trek III: The Search for Spock,tt0088170,action adventure sci-fi dying planet planet regaining one's memory sacrifice stabbed to death leonardnimoy nichellenichols walterkoenig leonardnimoy
2162,The Exorcism of Emily Rose,tt0404032,drama horror thriller death demonic possession exorcism lawyer priest tomwilkinson colmfeore jrbourne scottderrickson
2163,Deuce Bigalow: Male Gigolo,tt0205000,comedy romance aquarium fish fish tank gigolo norwegian amypoehler eddiegriffin breeturner mikemitchell
2164,Left Behind,tt2467046,action drama fantasy mystery thriller bible quote chaos faith riot shrine nicolascage leathompson quintonaaron vicarmstrong
2165,The Family Stone,tt0356680,comedy drama romance christmas cruelty ring secret tension craigt.nelson paulschneider tyronegiordano thomasbezucha
2166,Barbershop 2: Back in Business,tt0337579,comedy drama barbecue barbershop blaxploitation marriage politics harrylennix seanpatrickthomas kenanthompson kevinrodneysullivan
2167,Bad Santa,tt0307987,comedy crime drama bartender christmas christmas eve department store drink berniemac tonycox alexborstein terryzwigoff
2168,Austin Powers: International Man of Mystery,tt0118655,comedy crime cartoon on tv reference to frankenstein reference to jimi hendrix scene during end credits surrealism willferrell charlesnapier robertwagner jayroach
2169,My Big Fat Greek Wedding 2,tt3760922,comedy family romance family restaurant greek remarriage suburb wedding niavardalos louismandylor joeyfatone kirkjones
2170,Diary of a Wimpy Kid: Rodrick Rules,tt1650043,comedy family brother middle school no opening credits photograph school zacharygordon rachaelharris frankranz davidbowers
2171,Predator,tt0093773,action horror sci-fi box office hit commando death of friend jungle severed arm shaneblack billduke carlweathers johnmctiernan
2172,Amadeus,tt0086879,biography drama history music 1800s classical composer composer first person narration opera jeffreyjones f.murrayabraham tomhulce milosforman
2173,Prom Night,tt0926129,horror mystery friend hotel killer murder prom ming-nawen scottporter collinspennie nelsonmccormick
2174,Mean Girls,tt0377092,comedy bully clique high school high school girl secret tinafey amypoehler neilflynn markwaters
2175,Under the Tuscan Sun,tt0328589,comedy drama romance author book vacation villa writer raoulbova lindsayduncan mariomonicelli audreywells
2176,Gosford Park,tt0280707,drama mystery country house murder producer servant shooting party kristinscottthomas bobbalaban tomhollander robertaltman
2177,Peggy Sue Got Married,tt0091738,comedy drama fantasy romance alternate history alternate timeline divorce high school reunion nicolascage kathleenturner joanallen francisfordcoppola
2178,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,comedy drama romance actor artist broadway play replacement stage emmastone naomiwatts merrittwever alejandrog.iñárritu
2179,Blue Jasmine,tt2334873,drama congenital liar mental breakdown self deception snob talking to oneself sallyhawkins charlietahan andrewdiceclay woodyallen
2180,United 93,tt0475276,drama history thriller flight passenger plane september 11 2001 terrorist christianclemenson davidalanbasche susanblommaert paulgreengrass
2181,Honey,tt0322589,drama music romance choreographer dance dancer dancing hip hop christianmonzon mekhiphifer romeomiller billewoodruff
2182,Spy Hard,tt0117723,action comedy 1990s dentist hit with a door martial arts museum hulkhogan barrybostwick nicollettesheridan rickfriedberg
2183,The Fog,tt0080749,fantasy horror california fog leper lighthouse ship jamieleecurtis halholbrook janetleigh johncarpenter
2184,Soul Surfer,tt1596346,biography drama family sport christian christian film shark surfer surfing dennisquaid chrisbrochu craigt.nelson seanmcnamara
2185,Observe and Report,tt1197628,comedy crime drama male pubic hair mall police detective pubic hair security guard collettewolfe celiaweston danbakkedahl jodyhill
2186,Conan the Destroyer,tt0087078,action adventure fantasy gods princess queen rescue wizard mako oliviad'abo gracejones richardfleischer
2187,Raging Bull,tt0081398,biography drama sport boxing domestic violence hot temper jealousy rage robertdeniro cathymoriarty frankvincent martinscorsese
2188,Love Happens,tt0899106,drama romance florist motivational speaker self help guru seminar widower judygreer sashaalexander francesconroy brandoncamp
2189,Young Sherlock Holmes,tt0090357,adventure fantasy mystery thriller cult death delusion girl sherlock holmes nicholasrowe rogerashton-griffiths freddiejones barrylevinson
2190,Fame,tt1016075,comedy drama musical romance new york performing arts school student teacher kelseygrammer kaypanabaker meganmullally kevintancharoen
2191,127 Hours,tt1542344,adventure biography drama thriller alone aron ralston based on autobiography canyon survival jamesfranco treatwilliams kateburton dannyboyle
2192,Small Time Crooks,tt0196216,comedy crime apartment building crook new york city three word title written and directed by cast member woodyallen jonlovitz michaelrapaport woodyallen
2193,Center Stage,tt0210616,drama music romance ballet dance dancer dancing love amandaschull susanmaypratt ethanstiefel nicholashytner
2194,Love the Coopers,tt2279339,comedy christmas family dinner husband wife conflict husband wife kiss large family oliviawilde alexborstein timothéechalamet jessienelson
2195,Catch That Kid,tt0337917,comedy crime caper computer genius dog heist security chief kristenstewart corbinbleu keving.schmidt bartfreundlich
2196,Life as a House,tt0264796,drama cancer construction house house construction neighbor iansomerhalder haydenchristensen kristinscottthomas irwinwinkler
2197,Steve Jobs,tt2080374,biography drama apple computer box office flop computer dialogue driven father daughter relationship katewinslet michaelfassbender michaelstuhlbarg dannyboyle
2198,"I Love You, Beth Cooper",tt1032815,comedy romance cheerleader party popular girl speech valedictorian alanruck marieavgeropoulos shawnroberts chriscolumbus
2199,Youth in Revolt,tt0403702,comedy drama romance alter ego boarding school love masturbation teen movie stevebuscemi arigraynor fredwillard miguelarteta
2200,The Legend of the Lone Ranger,tt0082648,action adventure western ambush hero masked hero outlaw texas ranger jasonrobards richardfarnsworth michaelhorse williama.fraker
2201,The Tailor of Panama,tt0236784,drama thriller canal panama president spy tailor danielradcliffe jamieleecurtis markmargolis johnboorman
2202,Getaway,tt2167202,action crime thriller die hard scenario earth viewed from space race against time race car driver title at the end rebeccabudig paulfreeman brucepayne courtneysolomon
2203,The Ice Storm,tt0119349,drama ice ice storm storm thanksgiving virgin joanallen kateburton henryczerny anglee
2204,And So It Goes,tt2465146,comedy drama romance four word title grandparent grandchild relationship reference to facebook reference to the internet singer yayadacosta annieparisse frankievalli robreiner
2205,Troop Beverly Hills,tt0098519,adventure comedy beverly hills hotel divorce girl troop wilderness craigt.nelson shelleylong kelliemartin jeffkanew
2206,Being Julia,tt0340012,comedy drama romance diva marriage open marriage revenge social climber miriammargolyes shaunevans julietstevenson istvánszabó
2207,9½ Weeks,tt0091635,drama romance blindfolded woman control male dominance sex game sex in public davidmargulies karenyoung kimchan adrianlyne
2208,Dragonslayer,tt0082288,action adventure fantasy apprentice dragon king kingdom wizard ianmcdiarmid ralphrichardson albertsalmi matthewrobbins
2209,The Last Station,tt0824758,biography drama romance countess leo tolstoy russian wealth writing davidmasterson kerrycondon anne-marieduff michaelhoffman
2210,Ed Wood,tt0109707,biography comedy drama 1950s director friend friendship transvestism johnnydepp billmurray martinlandau timburton
2211,Labor Day,tt1967545,drama baseball baseball practice escaped convict neighbor tied to a chair j.k.simmons katewinslet brookesmith jasonreitman
2212,Mongol: The Rise of Genghis Khan,tt0416044,adventure biography drama history war epic genghis khan one word title slave starving tadanobuasano khulanchuluun hongleisun sergeybodrov
2213,RocknRolla,tt1032755,action crime thriller accountant finger gun homosexual killed in an elevator painting tomhardy gerardbutler tomwilkinson guyritchie
2214,Megaforce,tt0084316,action sci-fi dictator electronic music score one word title secret headquarters soldier barrybostwick michaelbeck henrysilva halneedham
2215,Hamlet,tt0116477,drama classic literature denmark funeral madness prince juliechristie brianblessed richardbriers kennethbranagh
2216,Midnight Special,tt2649554,adventure drama sci-fi thriller cult father son relationship gas station on the run supernatural ability kirstendunst samshepard paulsparks jeffnichols
2217,Anything Else,tt0313792,comedy romance love at first sight new york city sex teacher writer woodyallen stockardchanning fisherstevens woodyallen
2218,The Railway Man,tt2058107,biography drama romance war japanese soldier physical torture pow camp prisoner of war reference to adolf hitler jeremyirvine colinfirth samreid jonathanteplitzky
2219,The White Ribbon,tt1149362,drama mystery children doctor mysterious event pastor small village ulrichtukur burghartklaußner leoniebenesch michaelhaneke
2220,The Wraith,tt0092240,action horror romance sci-fi thriller arizona death gang police sheriff clinthoward randyquaid nickcassavetes mikemarvin
2221,The Salton Sea,tt0235737,crime drama mystery thriller male in shower murder neighbor neighbor relationship remote control car sex scene adamgoldberg meatloaf anthonylapaglia d.j.caruso
2222,One Man's Hero,tt0120775,action drama history romance war western american battalion catholic mexican sergeant tomberenger joaquimdealmeida markmoses lancehool
2223,Renaissance,tt0386741,action animation sci-fi thriller future kidnapping missing file paris france year 2054 romolagarai catherinemccormack kevorkmalikyan christianvolckman
2224,Superbad,tt0829482,comedy black comedy bromance party school teen comedy emmastone joelotruglio kevincorrigan gregmottola
2225,Step Up 2: The Streets,tt1023481,drama music musical romance audition dance kissing in the rain student subway cassieventura marikoda luisrosado jonm.chu
2226,Hoodwinked!,tt0443536,action animation comedy crime family animal axe red riding hood wolf woodsman annehathaway chazzpalminteri jimbelushi coryedwards
2227,Hotel Rwanda,tt0395169,drama history war atrocity central africa ethnic warfare united nations peace keeping force united nations soldier doncheadle sophieokonedo hakeemkae-kazim terrygeorge
2228,Hitman,tt0465494,action crime drama thriller hitman impersonation see through dress topless female nudity woman on top henryiancusick dougrayscott ulrichthomsen xaviergens
2229,Black Nativity,tt1425922,drama family music musical based on stage musical based on the bible christmas color in title nativity jenniferhudson maryj.blige vondiecurtis-hall kasilemmons
2230,City of Ghosts,tt0164003,crime drama thriller bag over head buddhist temple loss of friend male bonding nightclub kirkfox shawnandrews robcampbell mattdillon
2231,The Others,tt0230600,fantasy horror thriller curtain haunting mansion mute xeroderma pigmentosum fionnulaflanagan elainecassidy ericsykes alejandroamenábar
2232,Aliens,tt0090605,action adventure sci-fi alien human versus alien monster rescue mission space marine michaelbiehn carriehenn jenettegoldstein jamescameron
2233,My Fair Lady,tt0058385,drama family musical romance colonel flower girl professor street wager jeremybrett rexharrison theodorebikel georgecukor
2234,I Know What You Did Last Summer,tt0119345,horror mystery thriller beach corpse fourth of july overalls revenge musewatson sarahmichellegellar anneheche jimgillespie
2235,Let's Be Cops,tt1924435,comedy friendship between men impersonating a police officer mobster party police officer robriggle damonwayansjr. jamesd'arcy lukegreenfield
2236,Sideways,tt0375063,adventure comedy drama romance actor california teacher wine writer virginiamadsen patrickgallagher m.c.gainey alexanderpayne
2237,Beerfest,tt0486551,comedy beer competition germany oktoberfest prostitute chrismoss owainyeoman jaychandrasekhar jaychandrasekhar
2238,Halloween,tt0077651,horror thriller halloween masked killer michael myers slasher trick or treat jamieleecurtis donaldpleasence p.j.soles johncarpenter
2239,Good Boy!,tt0326900,comedy drama family fantasy sci-fi dog friend neighborhood planet star liamaiken mollyshannon kevinnealon johnhoffman
2240,The Best Man Holiday,tt2083355,comedy drama childbirth christmas gay slur infidelity punched in the nose haroldperrineau sanaalathan eddiecibrian malcolmd.lee
2241,Smokin' Aces,tt0475394,action crime drama thriller casino fbi mafia mob hit sniper ryanreynolds common alexrocco joecarnahan
2242,Saw 3D: The Final Chapter,tt1477076,horror mystery blood splatter self help guru sequel support group survivor costasmandylor ginaholden betsyrussell kevingreutert
2243,40 Days and 40 Nights,tt0243736,comedy romance female on male rape lent male rear nudity masturbation sex emmanuellevaugier vinessashaw paulocostanzo michaellehmann
2244,A Night at the Roxbury,tt0120770,comedy music romance 1990s bar car accident nightclub whipped cream willferrell chriskattan danhedaya johnfortenberry
2245,Beastly,tt1152398,drama fantasy romance love maid newscaster student tutor alexpettyfer mary-kateolsen erikknudsen danielbarnz
2246,The Hills Have Eyes,tt0454841,horror desert horror movie remake murder of family rape slasher danbyrd gregnicotero vinessashaw alexandreaja
2247,Dickie Roberts: Former Child Star,tt0325258,comedy dental braces dental headgear former child star panties white panties kevingrevioux jennaboyd marymccormack samweisman
2248,"McFarland, USA",tt2097298,biography drama sport coach high school place name in title school student morgansaylor valenterodriguez dianamariariva nikicaro
2249,Pitch Perfect,tt1981677,comedy music romance a cappella competition dj female protagonist lesbian annakendrick hanamaelee benplatt jasonmoore
2250,Summer Catch,tt0234829,comedy drama romance sport baseball baseball player night rivalry summer marcblucas briandennehy brucedavison michaeltollin
2251,A Simple Plan,tt0120324,crime drama thriller bag of money found money minnesota screenplay adapted by author snow garycole bridgetfonda chelcieross samraimi
2252,They,tt0283632,horror mystery thriller darkness friend kiss nightmare suicide alexandergould ethanembry marcblucas robertharmon
2253,Larry the Cable Guy: Health Inspector,tt0462395,comedy romance diner food poisoning health inspector restaurant undercover thomasf.wilson larrythecableguy megynprice trentcooper
2254,The Adventures of Elmo in Grouchland,tt0159421,adventure comedy family fantasy musical based on tv series blanket box office flop rescue sesame street vanessawilliams kevinclash carollspinney garyhalvorson
2255,Brooklyn's Finest,tt1210042,crime drama thriller catholic corrupt cop new york city police detective police officer killed doncheadle lilitaylor armandoriesco antoinefuqua
2256,Evil Dead,tt1288558,horror book of the dead demon h.p. lovecraft lesbian kiss promise loutaylorpucci elizabethblackmore ellensandweiss fedealvarez
2257,My Life in Ruins,tt0865559,comedy romance greece greek tour bus tour guide tourist niavardalos harlandwilliams racheldratch donaldpetrie
2258,American Dreamz,tt0465142,comedy music chief of staff contest president singing terrorist judygreer dennisquaid chrisklein paulweitz
2259,Superman IV: The Quest for Peace,tt0094074,action adventure family sci-fi box office flop dc comics hair nuclear disarmament superman jimbroadbent margotkidder williamhootkins sidneyj.furie
2260,Running Scared,tt0404390,action crime drama thriller adult child friendship corrupt cop fistfight gangster thug paulwalker chazzpalminteri ivanamilicevic waynekramer
2261,Shanghai Surprise,tt0091934,adventure crime drama romance china missionary opium villain year 1937 victorwong paulfreeman clydekusatsu jimgoddard
2262,The Illusionist,tt0443543,drama mystery romance thriller duchess illusionist magician prince supernatural power rufussewell eddiemarsan jakewood neilburger
2263,Roar,tt0083001,adventure horror thriller chase dead man jungle killing a lion killing a tiger tippihedren melaniegriffith zakesmokae noelmarshall
2264,Veronica Guerin,tt0312549,biography crime drama thriller criminal drug lord gunshot irish journalist brendafricker davidmurray gerardmcsorley joelschumacher
2265,Southland Tales,tt0405336,comedy mystery sci-fi thriller amnesia boxer conspiracy police porn star janeanegarofalo curtisarmstrong chrisandrewciulla richardkelly
2266,The Apparition,tt1433822,horror thriller e mail evil spirit experiment fear supernatural juliannaguill rickgomez timwilliams toddlincoln
2267,My Girl,tt0102492,comedy drama family romance best friend funeral girl overalls summer macaulayculkin jamieleecurtis griffindunne howardzieff
2268,Fur: An Imaginary Portrait of Diane Arbus,tt0422295,biography drama romance character name in title diane arbus male full frontal nudity photographer pubic hair robertdowneyjr. tyburrell mattservitto stevenshainberg
2269,Wall Street,tt0094291,crime drama 1980s argument critique of capitalism f word fired from the job halholbrook tamaratunie jameskaren oliverstone
2270,Sense and Sensibility,tt0114388,drama romance 1810s female protagonist horseback riding inheritance three word title alanrickman katewinslet tomwilkinson anglee
2271,Becoming Jane,tt0416508,biography drama romance country estate jane austen lady love writing annehathaway juliewalters laurencefox julianjarrold
